height,weight,overall_rating,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,age
175.26,143,74.0,right,medium,low,79.0,66.0,46.0,77.0,77.0,74.0,76.0,75.0,73.0,82.0,68.0,74.0,80.0,74.0,80.0,74.0,53.0,69.0,44.0,70.0,59.0,58.0,69.0,73.0,59.0,45.0,56.0,52.0,23
182.88,181,62.0,left,high,medium,36.0,47.0,59.0,60.0,21.0,33.0,29.0,57.0,56.0,44.0,69.0,63.0,62.0,63.0,62.0,74.0,65.0,71.0,75.0,59.0,69.0,71.0,39.0,39.0,46.0,59.0,70.0,68.0,26
177.8,179,69.0,right,high,high,65.0,65.0,57.0,64.0,64.0,73.0,58.0,48.0,63.0,72.0,74.0,82.0,63.0,64.0,67.0,71.0,70.0,75.0,74.0,71.0,67.0,57.0,69.0,66.0,58.0,46.0,52.0,49.0,24
187.96,172,73.0,left,medium,medium,76.0,26.0,66.0,68.0,27.0,66.0,59.0,35.0,66.0,69.0,75.0,77.0,65.0,72.0,42.0,37.0,58.0,84.0,76.0,31.0,72.0,72.0,50.0,50.0,31.0,68.0,72.0,73.0,22
177.8,157,73.0,right,high,medium,73.0,43.0,58.0,71.0,43.0,70.0,73.0,52.0,67.0,71.0,79.0,78.0,76.0,73.0,73.0,69.0,71.0,75.0,70.0,62.0,66.0,73.0,63.0,69.0,50.0,73.0,75.0,74.0,24
180.34,165,71.0,right,medium,medium,58.0,57.0,66.0,74.0,63.0,68.0,54.0,57.0,71.0,72.0,67.0,66.0,74.0,70.0,75.0,73.0,73.0,75.0,64.0,74.0,59.0,66.0,63.0,71.0,51.0,67.0,68.0,70.0,26
177.8,154,66.0,left,high,medium,72.0,53.0,60.0,62.0,48.0,62.0,56.0,37.0,58.0,61.0,72.0,70.0,58.0,70.0,75.0,59.0,69.0,79.0,57.0,52.0,74.0,54.0,58.0,57.0,59.0,67.0,62.0,65.0,30
177.8,157,62.0,left,high,low,42.0,62.0,55.0,54.0,59.0,62.0,49.0,43.0,39.0,60.0,79.0,78.0,70.0,60.0,70.0,62.0,49.0,54.0,56.0,59.0,61.0,15.0,62.0,56.0,67.0,16.0,18.0,23.0,21
190.5,198,66.0,left,medium,medium,44.0,65.0,78.0,53.0,62.0,55.0,50.0,43.0,42.0,59.0,55.0,55.0,34.0,65.0,43.0,78.0,67.0,55.0,86.0,63.0,48.0,34.0,64.0,42.0,56.0,15.0,13.0,12.0,30
172.72,141,69.0,left,high,medium,65.0,68.0,51.0,64.0,61.0,77.0,68.0,62.0,63.0,69.0,80.0,78.0,81.0,64.0,81.0,69.0,53.0,66.0,39.0,66.0,55.0,44.0,60.0,60.0,60.0,44.0,54.0,47.0,20
182.88,159,64.0,right,high,medium,65.0,36.0,56.0,64.0,42.0,62.0,59.0,30.0,59.0,61.0,83.0,80.0,58.0,54.0,74.0,66.0,59.0,64.0,57.0,51.0,58.0,52.0,49.0,44.0,44.0,66.0,64.0,65.0,24
190.5,185,72.0,right,medium,high,43.0,36.0,76.0,68.0,40.0,51.0,35.0,48.0,67.0,61.0,40.0,52.0,35.0,65.0,47.0,74.0,49.0,74.0,90.0,35.0,83.0,76.0,52.0,61.0,52.0,63.0,77.0,59.0,28
177.8,172,71.0,right,high,low,47.0,75.0,72.0,65.0,64.0,67.0,45.0,43.0,49.0,71.0,62.0,66.0,65.0,69.0,67.0,75.0,69.0,74.0,80.0,64.0,61.0,18.0,70.0,55.0,80.0,24.0,23.0,21.0,28
177.8,157,56.0,right,medium,medium,58.0,58.0,53.0,56.0,37.0,59.0,47.0,30.0,33.0,61.0,73.0,65.0,72.0,51.0,71.0,56.0,59.0,51.0,58.0,54.0,28.0,18.0,45.0,44.0,53.0,25.0,25.0,21.0,18
182.88,161,67.0,right,high,high,63.0,55.0,59.0,71.0,57.0,65.0,66.0,67.0,66.0,68.0,66.0,69.0,68.0,69.0,69.0,66.0,72.0,83.0,69.0,60.0,66.0,65.0,64.0,65.0,60.0,56.0,64.0,53.0,27
180.34,179,70.0,right,high,medium,68.0,43.0,56.0,69.0,40.0,68.0,59.0,66.0,60.0,71.0,78.0,74.0,75.0,70.0,69.0,67.0,53.0,72.0,68.0,64.0,62.0,69.0,54.0,58.0,48.0,71.0,70.0,68.0,24
193.04,201,74.0,right,medium,medium,49.0,74.0,80.0,71.0,67.0,70.0,58.0,42.0,48.0,73.0,53.0,65.0,62.0,75.0,59.0,80.0,65.0,68.0,86.0,61.0,74.0,41.0,74.0,66.0,76.0,27.0,41.0,13.0,29
182.88,152,66.0,right,high,medium,58.0,66.0,50.0,62.0,60.0,67.0,65.0,38.0,56.0,72.0,78.0,76.0,82.0,68.0,67.0,69.0,57.0,71.0,61.0,71.0,55.0,45.0,69.0,63.0,60.0,29.0,32.0,31.0,23
180.34,165,66.0,right,medium,medium,61.0,45.0,58.0,74.0,47.0,61.0,62.0,61.0,72.0,69.0,68.0,70.0,65.0,63.0,65.0,59.0,67.0,71.0,75.0,61.0,75.0,59.0,55.0,67.0,57.0,50.0,63.0,66.0,25
182.88,174,52.0,right,medium,medium,38.0,25.0,51.0,37.0,22.0,35.0,20.0,25.0,34.0,45.0,61.0,62.0,56.0,45.0,61.0,32.0,65.0,58.0,70.0,25.0,55.0,57.0,20.0,27.0,20.0,53.0,57.0,53.0,21
177.8,150,66.0,right,medium,medium,66.0,68.0,64.0,67.0,53.0,72.0,49.0,42.0,58.0,68.0,74.0,78.0,71.0,60.0,53.0,59.0,64.0,56.0,54.0,63.0,49.0,22.0,66.0,53.0,70.0,40.0,22.0,24.0,22
185.42,183,64.0,right,medium,medium,34.0,38.0,69.0,56.0,31.0,44.0,46.0,42.0,59.0,56.0,49.0,45.0,48.0,63.0,57.0,54.0,60.0,62.0,72.0,46.0,71.0,64.0,33.0,47.0,34.0,62.0,63.0,60.0,35
193.04,176,67.0,right,medium,medium,53.0,35.0,69.0,56.0,45.0,44.0,37.0,38.0,48.0,52.0,48.0,53.0,33.0,61.0,32.0,54.0,56.0,66.0,89.0,40.0,80.0,63.0,30.0,41.0,54.0,65.0,67.0,61.0,27
187.96,205,68.0,right,medium,medium,59.0,31.0,70.0,61.0,35.0,47.0,31.0,36.0,49.0,50.0,47.0,58.0,43.0,58.0,55.0,48.0,63.0,73.0,89.0,34.0,63.0,66.0,24.0,26.0,40.0,68.0,70.0,66.0,24
170.18,161,74.0,left,high,medium,75.0,52.0,57.0,71.0,59.0,66.0,65.0,34.0,64.0,69.0,84.0,86.0,76.0,71.0,82.0,64.0,84.0,80.0,75.0,62.0,69.0,72.0,65.0,61.0,53.0,71.0,74.0,73.0,26
187.96,172,69.0,right,medium,low,50.0,72.0,67.0,51.0,67.0,64.0,62.0,68.0,54.0,67.0,66.0,64.0,70.0,68.0,58.0,71.0,73.0,71.0,82.0,68.0,70.0,41.0,71.0,61.0,73.0,30.0,31.0,29.0,34
180.34,172,75.0,right,medium,low,75.0,67.0,36.0,74.0,77.0,86.0,80.0,73.0,62.0,83.0,73.0,67.0,78.0,73.0,78.0,79.0,45.0,48.0,68.0,75.0,59.0,39.0,72.0,73.0,74.0,29.0,32.0,25.0,27
182.88,163,79.0,right,high,medium,73.0,77.0,47.0,77.0,74.0,83.0,75.0,76.0,70.0,85.0,82.0,79.0,82.0,72.0,76.0,76.0,68.0,68.0,64.0,81.0,44.0,32.0,76.0,80.0,76.0,23.0,35.0,35.0,25
177.8,157,67.0,right,high,medium,67.0,46.0,55.0,63.0,46.0,68.0,59.0,69.0,62.0,63.0,79.0,77.0,78.0,63.0,77.0,69.0,72.0,76.0,62.0,70.0,68.0,70.0,56.0,50.0,35.0,63.0,65.0,66.0,26
193.04,183,80.0,right,medium,medium,34.0,34.0,84.0,63.0,46.0,55.0,51.0,61.0,47.0,72.0,48.0,65.0,47.0,68.0,30.0,84.0,57.0,63.0,87.0,73.0,82.0,80.0,27.0,34.0,60.0,82.0,86.0,78.0,27
187.96,187,66.0,left,medium,high,54.0,46.0,65.0,68.0,33.0,61.0,64.0,64.0,60.0,66.0,55.0,46.0,41.0,66.0,53.0,84.0,62.0,84.0,84.0,72.0,80.0,65.0,58.0,65.0,33.0,63.0,67.0,58.0,30
182.88,172,68.0,left,medium,low,67.0,62.0,59.0,68.0,67.0,73.0,67.0,62.0,55.0,72.0,76.0,74.0,79.0,67.0,70.0,67.0,52.0,63.0,70.0,61.0,60.0,38.0,67.0,66.0,64.0,25.0,23.0,25.0,27
182.88,154,71.0,right,high,medium,62.0,53.0,61.0,70.0,54.0,67.0,70.0,64.0,74.0,72.0,68.0,67.0,72.0,71.0,69.0,76.0,79.0,81.0,75.0,73.0,77.0,75.0,63.0,74.0,61.0,60.0,63.0,67.0,30
190.5,194,79.0,right,medium,high,28.0,45.0,80.0,58.0,45.0,53.0,43.0,55.0,64.0,64.0,56.0,66.0,58.0,63.0,50.0,83.0,76.0,64.0,90.0,58.0,82.0,81.0,24.0,22.0,48.0,81.0,84.0,80.0,30
177.8,163,65.0,right,medium,medium,62.0,56.0,50.0,68.0,54.0,66.0,49.0,70.0,68.0,69.0,59.0,60.0,67.0,67.0,63.0,73.0,76.0,51.0,72.0,56.0,56.0,43.0,65.0,70.0,75.0,42.0,30.0,32.0,36
193.04,194,66.0,right,high,medium,46.0,70.0,75.0,51.0,67.0,58.0,45.0,46.0,46.0,57.0,51.0,53.0,54.0,67.0,34.0,72.0,51.0,52.0,90.0,57.0,66.0,28.0,68.0,54.0,66.0,20.0,21.0,24.0,31
190.5,198,69.0,right,medium,medium,36.0,72.0,74.0,53.0,66.0,64.0,38.0,35.0,43.0,69.0,60.0,63.0,53.0,65.0,38.0,73.0,56.0,60.0,79.0,68.0,70.0,15.0,74.0,44.0,63.0,16.0,25.0,19.0,29
177.8,179,70.0,right,medium,high,62.0,63.0,64.0,74.0,64.0,68.0,36.0,56.0,72.0,72.0,69.0,72.0,65.0,65.0,67.0,84.0,74.0,76.0,84.0,75.0,81.0,64.0,59.0,68.0,57.0,60.0,67.0,66.0,31
182.88,176,61.0,left,medium,low,46.0,63.0,48.0,52.0,56.0,60.0,38.0,48.0,45.0,61.0,67.0,69.0,62.0,62.0,63.0,60.0,62.0,60.0,63.0,58.0,57.0,31.0,68.0,47.0,58.0,36.0,46.0,20.0,26
182.88,176,77.0,right,high,medium,68.0,73.0,60.0,75.0,72.0,84.0,73.0,62.0,63.0,79.0,75.0,79.0,81.0,78.0,78.0,82.0,61.0,75.0,73.0,74.0,68.0,42.0,76.0,75.0,69.0,29.0,40.0,36.0,25
180.34,157,61.0,right,medium,medium,41.0,44.0,49.0,62.0,65.0,64.0,72.0,63.0,61.0,63.0,64.0,65.0,67.0,65.0,68.0,57.0,61.0,66.0,61.0,67.0,63.0,42.0,65.0,62.0,51.0,45.0,47.0,43.0,31
185.42,183,66.0,right,medium,medium,67.0,68.0,64.0,66.0,71.0,63.0,69.0,73.0,64.0,68.0,57.0,59.0,64.0,68.0,56.0,80.0,62.0,62.0,76.0,72.0,58.0,46.0,71.0,70.0,78.0,26.0,40.0,42.0,33
182.88,165,75.0,left,medium,low,72.0,66.0,23.0,75.0,67.0,84.0,70.0,65.0,73.0,81.0,85.0,77.0,84.0,69.0,65.0,58.0,61.0,55.0,56.0,67.0,31.0,21.0,68.0,76.0,60.0,20.0,22.0,22.0,21
193.04,185,61.0,right,medium,medium,41.0,33.0,61.0,53.0,40.0,41.0,29.0,41.0,47.0,50.0,52.0,52.0,40.0,58.0,39.0,47.0,56.0,76.0,85.0,42.0,84.0,52.0,36.0,43.0,48.0,55.0,60.0,55.0,32
177.8,159,74.0,right,medium,medium,69.0,77.0,50.0,68.0,75.0,83.0,83.0,63.0,57.0,81.0,78.0,75.0,77.0,74.0,77.0,74.0,75.0,72.0,69.0,82.0,56.0,26.0,73.0,68.0,77.0,30.0,37.0,24.0,24
180.34,172,65.0,right,medium,medium,60.0,45.0,50.0,57.0,33.0,52.0,58.0,50.0,56.0,54.0,81.0,77.0,68.0,61.0,60.0,50.0,64.0,72.0,70.0,43.0,68.0,63.0,45.0,29.0,50.0,66.0,64.0,67.0,27
165.1,137,62.0,right,medium,low,62.0,55.0,58.0,50.0,36.0,63.0,54.0,43.0,49.0,61.0,93.0,83.0,91.0,61.0,91.0,63.0,91.0,64.0,34.0,62.0,76.0,70.0,66.0,41.0,54.0,43.0,42.0,41.0,25
172.72,154,70.0,right,medium,low,63.0,71.0,52.0,67.0,68.0,76.0,78.0,69.0,46.0,75.0,76.0,74.0,80.0,73.0,84.0,75.0,72.0,59.0,59.0,67.0,54.0,25.0,70.0,65.0,79.0,16.0,16.0,12.0,32
177.8,161,65.0,right,medium,medium,57.0,66.0,72.0,66.0,66.0,66.0,65.0,79.0,59.0,68.0,66.0,62.0,61.0,57.0,64.0,62.0,54.0,59.0,48.0,68.0,51.0,38.0,63.0,64.0,52.0,46.0,52.0,45.0,30
177.8,181,61.0,right,medium,high,50.0,28.0,45.0,64.0,27.0,59.0,59.0,38.0,59.0,66.0,60.0,51.0,63.0,65.0,66.0,48.0,54.0,74.0,67.0,45.0,59.0,65.0,58.0,56.0,41.0,61.0,63.0,55.0,29
172.72,146,73.0,right,medium,medium,73.0,70.0,55.0,73.0,53.0,75.0,60.0,55.0,74.0,72.0,78.0,76.0,73.0,71.0,77.0,67.0,62.0,63.0,52.0,68.0,56.0,52.0,75.0,67.0,56.0,50.0,48.0,52.0,24
182.88,168,73.0,left,medium,medium,70.0,62.0,48.0,78.0,51.0,72.0,81.0,72.0,73.0,81.0,65.0,67.0,68.0,75.0,67.0,58.0,54.0,70.0,64.0,64.0,70.0,70.0,62.0,71.0,71.0,68.0,72.0,69.0,28
167.64,141,68.0,right,medium,high,71.0,48.0,58.0,69.0,52.0,68.0,67.0,52.0,64.0,70.0,85.0,77.0,80.0,63.0,92.0,55.0,83.0,78.0,53.0,56.0,64.0,71.0,59.0,47.0,38.0,62.0,64.0,69.0,26
187.96,165,61.0,right,medium,medium,56.0,30.0,51.0,45.0,35.0,40.0,59.0,32.0,41.0,42.0,50.0,61.0,73.0,74.0,57.0,62.0,57.0,79.0,64.0,48.0,61.0,56.0,36.0,42.0,36.0,60.0,61.0,70.0,34
182.88,161,77.0,right,low,low,61.0,74.0,68.0,75.0,74.0,83.0,76.0,57.0,56.0,84.0,83.0,78.0,77.0,77.0,64.0,75.0,74.0,66.0,68.0,69.0,58.0,32.0,82.0,72.0,67.0,21.0,19.0,16.0,28
177.8,179,71.0,right,medium,medium,57.0,27.0,76.0,63.0,21.0,59.0,33.0,22.0,61.0,65.0,75.0,71.0,68.0,73.0,76.0,47.0,80.0,75.0,77.0,34.0,58.0,65.0,53.0,58.0,44.0,76.0,76.0,79.0,29
180.34,161,72.0,left,medium,medium,75.0,40.0,54.0,71.0,48.0,69.0,62.0,35.0,59.0,72.0,74.0,76.0,70.0,69.0,64.0,60.0,66.0,69.0,63.0,42.0,67.0,77.0,51.0,52.0,32.0,71.0,72.0,76.0,19
190.5,185,62.0,right,low,medium,56.0,53.0,61.0,60.0,51.0,61.0,43.0,56.0,61.0,64.0,54.0,63.0,54.0,46.0,62.0,62.0,57.0,72.0,83.0,49.0,67.0,63.0,48.0,61.0,62.0,60.0,60.0,59.0,31
182.88,168,75.0,right,high,low,72.0,78.0,65.0,79.0,73.0,75.0,82.0,76.0,67.0,79.0,65.0,69.0,75.0,73.0,76.0,74.0,65.0,55.0,71.0,75.0,80.0,36.0,78.0,76.0,86.0,21.0,30.0,28.0,34
182.88,168,66.0,right,medium,medium,64.0,58.0,59.0,65.0,55.0,71.0,61.0,59.0,54.0,72.0,80.0,78.0,76.0,63.0,71.0,60.0,64.0,60.0,64.0,60.0,52.0,26.0,63.0,57.0,66.0,26.0,34.0,31.0,27
180.34,154,63.0,right,medium,medium,53.0,50.0,57.0,67.0,32.0,67.0,51.0,47.0,64.0,65.0,75.0,64.0,80.0,63.0,76.0,56.0,77.0,65.0,64.0,48.0,53.0,64.0,58.0,64.0,60.0,50.0,51.0,54.0,26
185.42,165,78.0,right,medium,medium,68.0,78.0,86.0,71.0,74.0,74.0,68.0,48.0,54.0,76.0,82.0,84.0,75.0,77.0,68.0,77.0,91.0,74.0,76.0,64.0,58.0,44.0,78.0,65.0,72.0,23.0,33.0,28.0,30
175.26,143,72.0,right,high,medium,65.0,61.0,66.0,63.0,60.0,79.0,68.0,65.0,65.0,77.0,86.0,86.0,87.0,70.0,85.0,65.0,55.0,85.0,46.0,64.0,56.0,40.0,63.0,63.0,67.0,30.0,45.0,50.0,23
167.64,159,71.0,right,medium,medium,76.0,50.0,40.0,78.0,60.0,74.0,76.0,70.0,78.0,74.0,77.0,55.0,85.0,70.0,88.0,62.0,52.0,45.0,33.0,60.0,60.0,50.0,62.0,76.0,74.0,39.0,44.0,40.0,35
180.34,172,64.0,right,high,medium,52.0,54.0,49.0,58.0,53.0,70.0,61.0,58.0,48.0,72.0,72.0,73.0,71.0,70.0,63.0,64.0,71.0,73.0,70.0,52.0,40.0,25.0,66.0,58.0,53.0,25.0,25.0,25.0,24
177.8,146,70.0,right,high,high,69.0,59.0,60.0,67.0,67.0,74.0,77.0,73.0,61.0,75.0,72.0,78.0,83.0,65.0,85.0,70.0,74.0,70.0,34.0,70.0,60.0,22.0,67.0,58.0,65.0,28.0,30.0,32.0,25
177.8,165,66.0,right,high,medium,66.0,62.0,50.0,65.0,51.0,63.0,64.0,59.0,56.0,66.0,82.0,79.0,69.0,59.0,72.0,72.0,69.0,78.0,65.0,54.0,55.0,50.0,69.0,46.0,51.0,50.0,49.0,39.0,29
172.72,161,77.0,left,high,medium,81.0,59.0,67.0,79.0,53.0,81.0,84.0,69.0,77.0,82.0,77.0,75.0,78.0,79.0,77.0,88.0,74.0,71.0,68.0,85.0,75.0,78.0,77.0,69.0,59.0,74.0,76.0,81.0,32
185.42,170,59.0,right,medium,medium,46.0,37.0,56.0,58.0,41.0,38.0,47.0,35.0,52.0,51.0,63.0,65.0,61.0,60.0,57.0,44.0,66.0,62.0,70.0,35.0,70.0,57.0,22.0,52.0,54.0,55.0,59.0,54.0,23
177.8,179,67.0,right,high,medium,73.0,59.0,57.0,70.0,72.0,70.0,73.0,67.0,70.0,72.0,65.0,75.0,63.0,65.0,75.0,70.0,63.0,30.0,77.0,71.0,67.0,63.0,68.0,63.0,65.0,41.0,67.0,55.0,34
185.42,190,60.0,right,medium,medium,58.0,54.0,57.0,65.0,67.0,70.0,39.0,58.0,64.0,66.0,67.0,70.0,62.0,67.0,48.0,72.0,41.0,65.0,66.0,60.0,47.0,58.0,60.0,51.0,46.0,56.0,61.0,53.0,26
180.34,165,67.0,right,medium,medium,54.0,42.0,58.0,56.0,26.0,44.0,37.0,74.0,53.0,57.0,72.0,62.0,58.0,65.0,66.0,67.0,91.0,72.0,75.0,55.0,71.0,72.0,41.0,47.0,56.0,71.0,63.0,66.0,31
185.42,159,67.0,right,medium,high,25.0,22.0,68.0,56.0,13.0,27.0,17.0,19.0,48.0,48.0,54.0,55.0,51.0,68.0,52.0,35.0,78.0,68.0,68.0,18.0,69.0,64.0,13.0,21.0,28.0,71.0,69.0,66.0,28
175.26,137,65.0,right,medium,medium,69.0,65.0,53.0,73.0,56.0,72.0,66.0,53.0,74.0,73.0,72.0,73.0,79.0,65.0,75.0,65.0,60.0,72.0,58.0,59.0,69.0,63.0,63.0,68.0,52.0,49.0,57.0,43.0,22
187.96,157,77.0,left,high,medium,67.0,66.0,73.0,81.0,68.0,74.0,67.0,57.0,78.0,81.0,64.0,62.0,72.0,78.0,53.0,75.0,76.0,73.0,77.0,76.0,74.0,75.0,66.0,79.0,68.0,59.0,72.0,66.0,21
177.8,150,50.0,right,medium,medium,35.0,30.0,45.0,55.0,31.0,47.0,36.0,34.0,60.0,50.0,61.0,66.0,59.0,48.0,71.0,52.0,60.0,65.0,50.0,39.0,54.0,42.0,50.0,45.0,41.0,40.0,43.0,48.0,22
167.64,146,77.0,right,high,medium,75.0,74.0,51.0,77.0,73.0,82.0,76.0,78.0,73.0,79.0,79.0,80.0,79.0,74.0,90.0,80.0,63.0,75.0,70.0,80.0,77.0,63.0,73.0,73.0,72.0,60.0,62.0,57.0,25
175.26,152,80.0,right,high,high,78.0,70.0,61.0,82.0,77.0,80.0,75.0,78.0,84.0,84.0,60.0,60.0,71.0,74.0,56.0,83.0,56.0,76.0,56.0,82.0,77.0,79.0,74.0,82.0,85.0,58.0,75.0,64.0,27
177.8,159,73.0,right,medium,medium,64.0,69.0,63.0,76.0,50.0,77.0,67.0,54.0,71.0,76.0,79.0,77.0,81.0,75.0,72.0,75.0,70.0,72.0,66.0,71.0,69.0,67.0,68.0,77.0,57.0,52.0,62.0,55.0,23
172.72,159,74.0,left,high,medium,66.0,54.0,33.0,75.0,68.0,76.0,69.0,67.0,74.0,74.0,79.0,75.0,77.0,75.0,87.0,77.0,67.0,81.0,63.0,72.0,71.0,71.0,70.0,74.0,55.0,57.0,68.0,64.0,25
175.26,157,71.0,right,medium,low,62.0,58.0,44.0,69.0,60.0,76.0,73.0,69.0,63.0,75.0,77.0,76.0,80.0,67.0,75.0,62.0,61.0,64.0,48.0,63.0,39.0,38.0,66.0,74.0,67.0,18.0,32.0,24.0,22
170.18,139,74.0,left,high,medium,70.0,31.0,65.0,69.0,35.0,71.0,67.0,37.0,61.0,74.0,79.0,77.0,81.0,73.0,87.0,75.0,70.0,75.0,52.0,34.0,74.0,76.0,61.0,49.0,45.0,73.0,76.0,78.0,22
177.8,154,73.0,right,medium,medium,63.0,55.0,60.0,74.0,50.0,75.0,57.0,54.0,70.0,73.0,83.0,79.0,82.0,77.0,80.0,72.0,79.0,89.0,83.0,65.0,78.0,69.0,72.0,72.0,60.0,60.0,71.0,71.0,24
175.26,152,73.0,left,medium,medium,75.0,68.0,55.0,75.0,67.0,75.0,78.0,80.0,76.0,76.0,72.0,62.0,78.0,69.0,78.0,75.0,50.0,72.0,65.0,76.0,53.0,41.0,75.0,75.0,67.0,37.0,45.0,47.0,23
177.8,157,74.0,left,high,medium,75.0,58.0,42.0,79.0,64.0,78.0,80.0,80.0,59.0,82.0,78.0,76.0,78.0,70.0,68.0,58.0,58.0,64.0,60.0,58.0,66.0,40.0,76.0,77.0,80.0,24.0,34.0,26.0,26
182.88,174,64.0,right,medium,medium,41.0,70.0,61.0,62.0,65.0,53.0,49.0,47.0,39.0,57.0,63.0,67.0,68.0,56.0,61.0,67.0,73.0,68.0,71.0,58.0,56.0,37.0,68.0,60.0,58.0,16.0,26.0,20.0,27
185.42,174,65.0,right,medium,medium,30.0,65.0,68.0,50.0,60.0,62.0,45.0,39.0,35.0,66.0,53.0,54.0,53.0,67.0,60.0,71.0,64.0,63.0,79.0,60.0,74.0,23.0,67.0,55.0,63.0,20.0,28.0,24.0,25
180.34,165,63.0,right,high,medium,64.0,32.0,53.0,60.0,36.0,66.0,53.0,37.0,58.0,62.0,61.0,63.0,70.0,64.0,68.0,48.0,74.0,64.0,68.0,37.0,75.0,65.0,54.0,58.0,40.0,60.0,62.0,69.0,32
182.88,165,63.0,right,medium,high,48.0,32.0,49.0,61.0,44.0,49.0,40.0,41.0,56.0,59.0,61.0,61.0,53.0,60.0,60.0,75.0,55.0,75.0,79.0,63.0,72.0,67.0,37.0,53.0,30.0,58.0,63.0,64.0,31
182.88,172,64.0,right,medium,medium,42.0,23.0,64.0,67.0,23.0,62.0,27.0,25.0,60.0,67.0,61.0,55.0,60.0,62.0,68.0,38.0,78.0,64.0,70.0,29.0,65.0,64.0,39.0,57.0,37.0,64.0,66.0,62.0,21
182.88,172,74.0,right,medium,high,78.0,66.0,70.0,77.0,60.0,75.0,75.0,71.0,68.0,71.0,80.0,79.0,72.0,73.0,61.0,75.0,81.0,83.0,70.0,67.0,59.0,69.0,69.0,67.0,59.0,68.0,69.0,67.0,29
172.72,148,66.0,left,medium,medium,58.0,56.0,48.0,72.0,55.0,79.0,71.0,50.0,67.0,75.0,84.0,85.0,82.0,56.0,81.0,67.0,43.0,55.0,50.0,62.0,53.0,53.0,33.0,52.0,47.0,31.0,32.0,25.0,25
190.5,187,76.0,right,medium,low,30.0,81.0,81.0,61.0,78.0,70.0,62.0,44.0,46.0,73.0,62.0,66.0,59.0,78.0,45.0,79.0,54.0,76.0,83.0,71.0,78.0,18.0,76.0,59.0,79.0,28.0,23.0,25.0,22
195.58,183,65.0,right,medium,medium,18.0,17.0,68.0,50.0,23.0,38.0,36.0,29.0,32.0,49.0,34.0,34.0,48.0,51.0,35.0,27.0,55.0,55.0,79.0,15.0,60.0,59.0,20.0,25.0,30.0,69.0,74.0,73.0,25
185.42,181,69.0,left,medium,medium,40.0,28.0,73.0,63.0,30.0,45.0,39.0,26.0,65.0,63.0,51.0,55.0,59.0,61.0,56.0,55.0,72.0,63.0,80.0,29.0,69.0,66.0,39.0,38.0,34.0,69.0,70.0,68.0,30
167.64,152,76.0,right,high,high,65.0,76.0,64.0,72.0,75.0,82.0,60.0,48.0,53.0,80.0,95.0,92.0,90.0,77.0,88.0,78.0,82.0,91.0,45.0,73.0,33.0,24.0,79.0,66.0,69.0,20.0,28.0,24.0,24
185.42,174,65.0,right,medium,medium,32.0,24.0,68.0,44.0,28.0,25.0,32.0,35.0,40.0,50.0,64.0,63.0,57.0,67.0,58.0,48.0,74.0,65.0,71.0,25.0,71.0,65.0,55.0,41.0,66.0,62.0,67.0,64.0,30
182.88,190,63.0,left,medium,medium,63.0,52.0,48.0,67.0,51.0,66.0,68.0,70.0,65.0,70.0,62.0,65.0,61.0,64.0,59.0,68.0,63.0,69.0,76.0,65.0,64.0,63.0,48.0,61.0,65.0,56.0,66.0,62.0,27
182.88,165,50.0,right,medium,medium,27.0,22.0,45.0,28.0,29.0,25.0,31.0,22.0,23.0,29.0,58.0,54.0,40.0,43.0,65.0,41.0,75.0,61.0,55.0,26.0,50.0,49.0,22.0,31.0,36.0,47.0,56.0,56.0,19
165.1,143,61.0,left,medium,medium,53.0,49.0,43.0,50.0,48.0,72.0,53.0,43.0,48.0,72.0,86.0,75.0,83.0,53.0,87.0,53.0,33.0,63.0,32.0,47.0,36.0,19.0,49.0,52.0,49.0,33.0,33.0,32.0,20
175.26,143,53.0,right,medium,medium,44.0,47.0,35.0,53.0,46.0,59.0,51.0,49.0,54.0,58.0,53.0,61.0,56.0,56.0,79.0,57.0,52.0,31.0,34.0,43.0,44.0,24.0,47.0,49.0,53.0,40.0,31.0,43.0,19
172.72,150,56.0,left,medium,medium,53.0,47.0,28.0,47.0,46.0,57.0,37.0,32.0,52.0,56.0,76.0,75.0,70.0,48.0,81.0,43.0,71.0,56.0,56.0,35.0,34.0,42.0,58.0,54.0,40.0,32.0,34.0,28.0,21
177.8,157,76.0,right,high,low,74.0,66.0,60.0,74.0,70.0,84.0,68.0,72.0,71.0,80.0,79.0,78.0,90.0,73.0,75.0,72.0,57.0,71.0,57.0,66.0,77.0,51.0,66.0,66.0,77.0,34.0,41.0,29.0,30
180.34,172,63.0,left,medium,medium,45.0,60.0,61.0,62.0,60.0,54.0,54.0,48.0,56.0,63.0,60.0,69.0,67.0,64.0,61.0,60.0,75.0,72.0,68.0,59.0,51.0,31.0,72.0,61.0,76.0,25.0,15.0,20.0,29
180.34,170,71.0,right,low,medium,58.0,52.0,70.0,73.0,58.0,65.0,49.0,51.0,67.0,68.0,59.0,60.0,57.0,67.0,61.0,64.0,73.0,82.0,81.0,67.0,81.0,71.0,57.0,58.0,49.0,71.0,69.0,72.0,24
